140.1	48.169	157.85	0.00017267
156.3	117.1	92.382	0.00036057
25.266	60.987	60.016	0.00015525
9.6662	26.849	99.186	0.00051156
16.454	95.931	71.848	0.00028943
21.123	69.133	86.24	0.00072978
157.44	19.791	136.05	0.00016685
16.447	51.152	55.232	0.00053404
4.8482	149.08	83.19	0.0007891
12.477	69.645	66.29	0.0010894
149.45	31.252	138.7	0.00017157
14.392	82.768	61.58	0.0015037
96.515	36.629	1.6418	0.00031235
42.551	91.589	58.517	0.0016571
67.063	95.711	52.322	0.00045847
19.06	96.845	71.769	0.00075377
179.59	135.33	89.797	0.00094805
16.599	61.015	66.082	0.00043851
7.6162	83.965	36.967	0.00030813
64.652	102.72	42.955	0.0035724
25.222	101.99	69.229	0.0029865
11.812	121.95	62.62	0.002791
122.59	17.377	155.06	0.0042546
19.329	83.248	76.315	0.0015043
76.136	92.445	62.738	0.00039436
35.935	105.72	69.222	0.0015185
16.446	69.309	74.013	0.00032006
53.425	115.14	35.286	0.0023011
66.726	105.58	80.663	0.00034516
84.584	106.82	98.745	0.0095883
151.7	157.49	55.478	0.0016803
177.63	49.619	99.434	0.0016511
35.12	28.026	63.671	0.00054147
167.2	88.685	80.481	0.0039136
14.717	78.131	69.598	0.007979
60.005	105.47	31.584	0.00067872
16.588	144.68	93.346	0.0020754
78.773	97.338	52.166	0.0015612
166.62	21.146	113.67	0.0036106
67.483	104.87	28.608	0.00017292
4.9223	123.07	64.836	0.00075444
174.8	73.611	98.122	0.0013093
90.309	90.119	70.663	0.00046793
2.4725	95.438	83.842	0.0001523
99.539	102.06	3.6349	0.00036774
170.04	142.11	73.317	0.00039672
29.408	110.79	85.375	0.002094
7.4655	125.69	86.648	0.00048562
70.245	168.71	159.94	0.0062298
84.133	137.5	112.83	0.013454
118.19	89.094	33.195	0.0090363
3.4332	39.664	69.452	0.00036075
178.5	75.407	112.2	0.00073871
174.84	54.063	108.54	0.00054899
95.783	42.298	5.4756	0.0025769
166.42	102.86	76.182	0.0012325
160.29	156.62	78.775	0.0079833
146.21	57.555	115.77	0.0042564
110.48	22.492	165.37	0.0012133
155.05	33.231	131.46	0.0080725
169.21	103.22	79.238	0.00016806
171.11	85.748	127.65	0.0021252
177.75	106.1	103.08	0.0034162
1.7138	133	77.486	0.00055593
30.939	87.674	87.242	0.00099688
18.968	75.262	83.326	0.0033096
152.1	9.3204	110.78	0.0012246
59.369	30.807	35.186	0.0007413
24.875	95.078	82.344	0.0078373
14.176	101.19	65.777	0.00021165
13.021	89.818	83.731	0.0040772
28.057	50.4	65.008	0.00081091
26.792	57.782	72.169	0.0069121
15.519	65.319	87.534	0.0030064
28.55	36.27	66.703	0.0027312
132.62	25.503	150.71	0.011542
153.23	120.42	85.236	0.0016606
