11.008	145.2	152.09	0.0047882
6.6378	102.19	220.06	0.024731
162.47	44.69	87.263	0.0041954
23.838	69.965	246.37	0.013014
12.783	145.9	187.07	0.012229
161.45	47.632	215.61	0.0027717
9.4553	100.76	221.79	0.0042989
3.3721	41.874	310.55	0.0039585
137.12	151.68	180.03	0.0034304
26.801	77.629	237.92	0.005939
91.114	96.296	323.24	0.012213
57.459	118.23	196.63	0.024513
43.54	124.11	159.74	0.0065935
129.52	46.749	330.28	0.011455
168.51	51.2	235.7	0.014476
162.83	68.852	204.75	0.012187
164.05	48.785	234.95	0.0038216
27.951	119.04	276.55	0.024419
25.003	109.33	208.55	0.004748
3.8823	117.37	259.68	0.023653
42.685	12.633	86.287	0.0047643
160.65	21.509	218.99	0.0089753
71.721	149.57	102.94	0.0099338
142.37	22.513	301.86	0.011145
68.492	73.94	118.71	0.010643
49.138	98.51	94.96	0.022627
34.229	86.712	163.55	0.010375
12.424	69.141	157.95	0.0041042
88.665	66.01	223.34	0.039235
48.649	98.85	94.791	0.012962
136.55	34.291	177.82	0.004147
15.21	109.58	196.82	0.02989
52.165	114.17	112.07	0.011671
123.84	22.601	87.788	0.006345
37.465	98.897	136.8	0.0077238
168.94	152.15	167.11	0.0065317
113.79	85.608	218.04	0.0095605
5.4603	83.631	191.95	0.022757
148.34	31.506	61.247	0.034523
139.02	34.001	177.1	0.0036863
149.12	132.74	119.32	0.0062451
19.724	137.15	175.74	0.0080572
115.55	65.311	42.378	0.0092122
152.57	140.2	161	0.0032321
147.5	56.001	23.287	0.018362
24.682	133.27	119.09	0.018457
169.21	109.34	166.05	0.02821
5.6065	83.176	190.75	0.022095
171.25	132.64	183.62	0.019167
142.46	33.689	177.21	0.011611
31.99	131.62	126.22	0.012438
134.96	60.744	94.517	0.0069502
105.62	32.118	267.64	0.020227
146.25	146.95	44.462	0.0067297
117.46	30.979	129.16	0.0056611
177.26	162.56	202.92	0.003546
26.48	98.627	29.995	0.0085154
165.99	24.244	106.75	0.012791
13.37	115.89	59.754	0.02075
30.891	117.81	145.72	0.032578
128.04	84.441	121.69	0.020971
38.786	96.363	257.23	0.0071623
15.399	117.38	61.344	0.0071635
123.52	70.464	168.49	0.0082189
160	56.367	28.902	0.0053953
167.09	76.733	194.61	0.029483
162.83	74.168	195.57	0.013821
140.77	108.35	272.66	0.0032309
22.905	73.587	341.67	0.012219
24.583	54.954	158.35	0.0048561
115.21	86.278	183.03	0.0066
30.776	77.965	320.56	0.016088
167.77	95.388	293.24	0.017928
178.17	141.33	60.726	0.012241
8.2135	89.406	70.866	0.034651
17.412	39.208	298.52	0.012669
98.702	24.535	37.694	0.0060205
171.28	48.205	106.91	0.0095694
11.587	68.094	145.35	0.0053461
104.4	74.134	34.243	0.0024958
