10.365	82.499	161.19	0.00086653
15.953	110.39	130.3	0.0037069
22.351	115	135.87	0.003729
36.642	102.09	34.23	0.0024123
149.49	106.4	129.64	0.012204
59.745	17.431	83.43	0.009326
16.893	100.66	33.277	0.0014266
168.4	89.4	145.51	0.0013084
133.46	145.55	95.773	0.0019567
123.34	133.39	68.443	0.0066437
9.3285	43.81	26.605	0.010615
156.58	66.665	122.64	0.0015128
175.15	58.679	41.197	0.0056434
162.78	130.5	128.94	0.014028
3.4128	101.65	83.31	0.0041902
42.704	148.81	113.68	0.0040889
178.48	55.984	64.78	0.009417
158.57	78.963	79.517	0.0086523
32.789	76.848	32.478	0.0061546
18.802	117.81	17.328	0.0023495
96.535	138.44	144.63	0.0078076
81.178	81.966	162.72	0.03263
4.2304	20.187	140.91	0.0071824
3.774	79.996	111.45	0.0031353
14.513	86.485	46.476	0.0029086
56.459	33.483	82.867	0.0031821
23.986	108.43	129.31	0.0029055
167.01	116.38	159.38	0.0047553
138.55	131.49	112.26	0.0032552
47.96	127.03	155.52	0.0033711
11.361	93.232	44.301	0.0026008
152.97	66.18	57.039	0.0043902
55.694	86.234	126.54	0.0027836
12.068	120.04	54.626	0.0084991
48.708	110.97	44.172	0.0013228
5.5224	92.586	107.43	0.002786
13.867	26.557	19.668	0.029902
134.05	86.37	101.67	0.011688
172.94	134.06	46.122	0.00091305
0.73597	135.5	34.517	0.0065311
140.46	36.305	25.995	0.0020772
11.411	92.425	43.984	0.01257
172.38	67.498	14.931	0.0079638
110.59	162.06	28.739	0.014036
175.97	54.563	22.288	0.00098433
107.71	168.69	166.63	0.02964
155.29	95.615	65.122	0.0013609
43.988	120.38	103.51	0.0067011
171.56	99.906	19.7	0.0080102
145.03	8.3002	142.63	0.0068304
174.53	92.422	90.629	0.010618
16.198	122.28	147.59	0.0042884
30.291	151.79	162.13	0.0039887
17.433	121.83	154.97	0.0016281
139.15	150.59	153.15	0.0024035
41.701	165.73	87.052	0.010434
109.31	45.934	104.66	0.013892
2.987	71.481	154.95	0.0035487
147.07	30.962	56.778	0.0075129
11.637	119.86	123.75	0.0039454
9.1618	151.93	35.823	0.0083345
82.686	16.499	108.12	0.0071594
6.1495	116.2	74.911	0.0018513
141.37	147.11	18.026	0.0066743
171.42	63.247	66.983	0.0059835
8.3639	27.638	77.731	0.0038505
82.355	145.08	84.569	0.006472
61.839	105.3	80.756	0.008817
177.11	63.59	95.343	0.0024612
170.1	52.996	132.75	0.0079599
133.25	4.3378	187.88	0.0074707
171.89	46.295	126.18	0.012808
108.13	33.13	89.456	0.0059879
4.1787	122.68	138.65	0.0094136
152.42	20.898	161.89	0.0066219
149.5	114.33	24.781	0.0021954
106.4	29.023	52.443	0.017862
161.46	47.501	67.524	0.00075894
13.232	84.966	76.927	0.0042136
38.206	77.792	142.75	0.0077546
7.7138	119.18	113.14	0.0012286
35.379	132.38	107.66	0.0071713
84.474	95.682	133.28	0.0039043
167.31	162.21	87.67	0.0055601
80.793	13.846	80.656	0.0063203
64.876	76.421	115.28	0.011595
73.68	109.07	58.553	0.004625
